id,target
test_id1120,17.298393
test_id1680,14.954551
test_id1063,12.212817
test_id3731,13.332494
test_id9766,14.539412
test_id3891,10.41374
test_id2994,14.490453
test_id8630,15.163324
test_id4038,13.620818
test_id5974,13.430485
test_id1674,14.30476
test_id9975,13.990535
test_id9669,10.948356
test_id8181,15.475465
test_id6386,11.873507
test_id6377,16.555626
test_id9711,2.2549887
test_id10058,12.443445
test_id10173,5.891358
test_id1914,10.858075
test_id6410,1.9240386
test_id2110,11.569862
test_id6951,16.886595
test_id4456,18.61068
test_id6433,13.687142
test_id1070,14.146473
test_id7400,5.789261
test_id9848,16.527605
test_id8388,1.8042984
test_id2955,8.723508
test_id4757,3.9099689
test_id1922,13.239861
test_id801,14.351772
test_id6159,10.704959
test_id10626,15.884733
test_id10371,4.629765
test_id542,13.7576065
test_id990,12.130603
test_id3779,1.4757288
test_id9972,8.376853
test_id10139,13.6923
test_id3029,11.802301
test_id8099,11.856785
test_id4121,11.190441
test_id1814,12.207797
test_id9402,1.7905188
test_id6701,15.891387
test_id3346,15.662565
test_id3633,11.581637
test_id6834,14.686989
test_id4401,8.212605
test_id8327,14.241336
test_id9950,13.805742
test_id7648,13.706092
test_id8910,13.6080265
test_id7849,19.46847
test_id9133,4.1415057
test_id6481,5.6545367
test_id6740,14.193929
test_id5252,13.566634
test_id5732,14.255761
test_id9544,6.6512575
test_id3706,5.1763706
test_id2322,8.092517
test_id1627,15.536053
test_id9018,5.0820775
test_id9318,14.234316
test_id5534,8.609271
test_id6091,20.073566
test_id2238,14.896919
test_id8100,13.339386
test_id478,16.4323
test_id10306,-1.9669404
test_id4187,13.846632
test_id5958,14.480022
test_id4538,10.625112
test_id6470,14.158373
test_id3642,12.756135
test_id1095,3.4908943
test_id5397,12.777331
test_id7830,12.591145
test_id1692,13.571469
test_id10704,5.893752
test_id8909,14.916126
test_id8870,6.9708166
test_id9160,11.406448
test_id3017,18.264576
test_id1088,15.477867
test_id1797,16.84392
test_id4275,13.513742
test_id1097,4.9014497
test_id2386,17.626562
test_id8429,6.111496
test_id477,14.73954
test_id5845,2.8345835
test_id4676,18.744482
test_id7242,15.434962
test_id8661,11.979705
test_id4869,4.1644497
test_id4256,12.890736
test_id3369,12.764393
test_id7501,9.299744
test_id1589,10.984943
test_id1758,12.023636
test_id8756,14.160728
test_id8394,4.698889
test_id3169,6.0303025
test_id5458,11.752693
test_id3958,4.1561217
test_id3463,15.119258
test_id9718,13.033072
test_id5063,17.25133
test_id7730,13.703999
test_id8853,11.869609
test_id5124,12.344585
test_id4471,16.47031
test_id2456,15.965302
test_id6719,14.535876
test_id5297,10.231456
test_id2867,5.63762
test_id3583,13.420072
test_id9865,14.276481
test_id4229,14.251862
test_id365,11.549908
test_id8020,11.372016
test_id8598,14.186845
test_id8483,7.4190845
test_id3898,11.473504
test_id4970,10.904651
test_id808,12.164123
test_id880,9.707449
test_id4524,13.632413
test_id3682,13.689462
test_id8569,7.4242845
test_id10715,14.754899
test_id7903,13.009041
test_id3460,7.21721
test_id10374,-2.0936666
test_id9437,6.6752667
test_id6336,12.110785
test_id1193,12.290051
test_id3291,11.32556
test_id4449,12.32766
test_id2356,16.022558
test_id550,12.756987
test_id3047,16.60038
test_id6054,14.230805
test_id1261,14.324395
test_id10227,13.148351
test_id1091,15.329236
test_id1156,8.136205
test_id7464,13.522916
test_id1903,12.205989
test_id10067,10.968539
test_id3752,1.4099865
test_id3889,7.789196
test_id473,13.270029
test_id3163,14.519178
test_id4442,15.495236
test_id7014,5.723821
test_id4450,8.206446
test_id6862,15.0716305
test_id2200,14.30797
test_id5968,12.451727
test_id7392,11.702571
test_id1767,3.6100197
test_id4862,14.113475
test_id8142,14.671759
test_id5738,8.214704
test_id9878,17.305748
test_id2818,3.1678054
test_id10562,14.536186
test_id28,7.723369
test_id3523,11.606529
test_id8346,17.311134
test_id4061,15.253432
test_id4099,16.728296
test_id857,14.985261
test_id8653,13.731112
test_id3288,10.42125
test_id10089,14.013507
test_id7213,2.876852
test_id3899,10.222705
test_id5166,12.083938
test_id4014,12.934235
test_id8448,12.692163
test_id2592,15.9281645
test_id8972,14.155724
test_id10112,13.320928
test_id2229,7.4043846
test_id116,15.487689
test_id8633,14.15673
test_id10624,4.115199
test_id9775,3.0591135
test_id6556,10.024266
test_id5302,15.703166
test_id625,5.478042
test_id2336,15.137011
test_id1392,11.484715
test_id6796,13.946725
test_id6657,11.01981
test_id7176,12.63631
test_id4246,-0.6126545
test_id5674,14.124389
test_id4948,13.17506
test_id10460,13.907638
test_id789,16.29027
test_id10039,14.726494
test_id6543,16.706966
test_id1941,3.5865297
test_id5857,-1.0603737
test_id9419,11.735549
test_id7463,13.961856
test_id7224,13.846219
test_id161,7.205507
test_id3936,3.1811187
test_id6471,14.233228
test_id7377,12.74595
test_id7306,3.0554876
test_id9976,0.50332296
test_id6791,13.795436
test_id2305,10.969232
test_id5793,13.222464
test_id245,-2.1857657
test_id2548,13.4845915
test_id6266,13.089071
test_id4137,16.962294
test_id7835,10.258518
test_id2170,11.51191
test_id5093,16.244833
test_id1343,15.032643
test_id850,8.909552
test_id98,16.79499
test_id1816,15.768931
test_id7351,13.50555
test_id2782,6.935694
test_id7169,13.971715
test_id8172,14.06293
test_id6915,12.933483
test_id5996,4.7429233
test_id3459,13.058566
test_id8073,11.391746
test_id10659,15.47393
test_id6916,15.45351
test_id3035,15.808294
test_id9800,19.342384
test_id2699,13.333139
test_id2938,15.345828
test_id5891,12.600951
test_id2589,13.507798
test_id7097,14.738967
test_id233,16.038101
test_id8071,14.485814
test_id1741,13.67472
test_id10735,10.312958
test_id4165,16.90282
test_id3077,14.640898
test_id3850,-0.2872771
test_id1180,18.794445
test_id6416,13.141889
test_id9695,10.904576
test_id9351,14.83788
test_id4287,12.094924
test_id2759,12.811838
test_id616,11.68143
test_id6512,-1.8316994
test_id1494,16.386396
test_id962,14.851807
test_id9255,12.443145
test_id3241,3.8204095
test_id4603,13.01353
test_id7439,12.493513
test_id3630,15.1946
test_id7149,18.66236
test_id2315,12.517033
test_id8885,0.8330944
test_id3646,10.524012
test_id3325,11.138106
test_id4675,14.87591
test_id730,12.732732
test_id5012,-1.2313555
test_id2192,14.948455
test_id7957,13.641361
test_id1321,8.041093
test_id6007,16.22269
test_id1462,15.151339
test_id4792,13.496553
test_id10314,13.540199
test_id10664,15.59341
test_id948,14.700547
test_id2993,11.823282
test_id731,12.988202
test_id9830,14.429944
test_id110,16.417871
test_id4011,14.768655
test_id9926,1.3043103
test_id646,2.6140008
test_id1787,12.27238
test_id4464,17.829279
test_id8122,13.642078
test_id2772,10.626915
test_id9165,14.430556
test_id4503,14.701606
test_id2533,4.941955
test_id4070,1.6177732
test_id4841,13.215283
test_id6044,13.081366
test_id4719,10.028333
test_id1781,3.6768038
test_id5882,13.012653
test_id6476,18.464077
test_id9547,14.47024
test_id7292,15.275687
test_id9073,16.070341
test_id6339,7.453997
test_id9034,13.30164
test_id3537,5.1667204
test_id6124,12.722384
test_id3225,14.134106
test_id4283,12.618117
test_id3970,11.684569
test_id9529,9.913243
test_id1502,14.414062
test_id1553,9.744431
test_id2041,14.373026
test_id5739,9.891605
test_id8951,16.224867
test_id5271,5.3436627
test_id4226,0.34213838
test_id3154,13.775247
test_id2822,14.366337
test_id3002,12.099723
test_id6909,12.791211
test_id5468,13.353828
test_id4608,2.9481463
test_id4468,11.293457
test_id10197,14.219584
test_id9148,15.783374
test_id5009,13.222438
test_id9514,13.427676
test_id5714,9.166007
test_id6321,17.160505
test_id290,12.349165
test_id5947,10.659743
test_id70,14.102482
test_id598,13.807682
test_id6171,14.730588
test_id8564,15.151144
test_id4838,13.327795
test_id3775,11.569862
test_id4094,9.557744
test_id2711,8.336728
test_id2918,14.060858
test_id6726,7.8874326
test_id523,8.124971
test_id1220,9.862974
test_id4175,11.219825
test_id2255,11.658586
