id,target
test_id1120,15.904417268881064
test_id1680,16.396613994061255
test_id1063,12.103514758491592
test_id3731,14.84475939255152
test_id9766,13.99575324783141
test_id3891,10.270512520483464
test_id2994,15.384296887489494
test_id8630,11.785055046210768
test_id4038,13.759234901208142
test_id5974,14.459414962884589
test_id1674,11.668507863943837
test_id9975,13.835200632929299
test_id9669,12.257114371125658
test_id8181,13.714571504406583
test_id6386,8.706391098390327
test_id6377,16.535664230012888
test_id9711,2.968406633965607
test_id10058,10.059282341464845
test_id10173,9.331161052951916
test_id1914,10.963856076270764
test_id6410,2.88383447237371
test_id2110,11.660944105546776
test_id6951,15.120014564661803
test_id4456,14.74390176671591
test_id6433,11.59120189707804
test_id1070,14.809508114940499
test_id7400,6.331624633585058
test_id9848,14.787967016302131
test_id8388,5.632398528385429
test_id2955,6.871231260099671
test_id4757,12.37577290408145
test_id1922,12.627331688775179
test_id801,15.367373355418136
test_id6159,12.495643306101444
test_id10626,15.591828350153996
test_id10371,6.137358897892171
test_id542,12.78766336627542
test_id990,7.117312509580103
test_id3779,0.2378536314994033
test_id9972,11.23506637974621
test_id10139,13.721803016795256
test_id3029,15.002107519317594
test_id8099,13.60661421155066
test_id4121,13.614064273033962
test_id1814,12.577942171758542
test_id9402,7.253060852111424
test_id6701,12.830720049985993
test_id3346,15.916325882190407
test_id3633,12.947511886878289
test_id6834,13.766011565519417
test_id4401,8.929434413496434
test_id8327,13.155050724728886
test_id9950,14.246251080900986
test_id7648,13.726591751347943
test_id8910,14.37730725051922
test_id7849,17.62169240127297
test_id9133,4.031862604708743
test_id6481,6.863799389145944
test_id6740,14.25059906352634
test_id5252,13.929718846090372
test_id5732,13.434030728916289
test_id9544,6.588012186265525
test_id3706,5.893004315497429
test_id2322,8.640557958188763
test_id1627,15.771237823591516
test_id9018,5.540202127451677
test_id9318,13.437671889663575
test_id5534,9.693647786080708
test_id6091,18.18075849293723
test_id2238,11.432988120034576
test_id8100,13.065918371318151
test_id478,16.59717967241962
