id,target
test_id1120,16.862592543383244
test_id1680,14.608225709106813
test_id1063,14.058750722357157
test_id3731,15.92765427776684
test_id9766,14.930494207930272
test_id3891,9.698198154385276
test_id2994,15.254059817696126
test_id8630,6.933542787276952
test_id4038,13.295037444005887
test_id5974,13.975317494165754
test_id1674,17.03498683638786
test_id9975,13.949943887630898
test_id9669,13.374096065284625
test_id8181,14.485604570862536
test_id6386,1.9846989054599873
test_id6377,15.682670319110757
test_id9711,-4.437752920312656
test_id10058,13.369152605413916
test_id10173,10.63585586021873
test_id1914,9.943108160753644
test_id6410,2.777670988981928
test_id2110,10.675473203385808
test_id6951,15.205259638700694
test_id4456,12.830758614718524
test_id6433,11.315497576233765
test_id1070,14.57935820988513
test_id7400,8.618083233387456
test_id9848,9.098102634582906
test_id8388,0.7597918371834926
test_id2955,6.986542988730964
test_id4757,6.777661737627046
test_id1922,7.847093799983369
test_id801,15.473357910620836
test_id6159,12.279105609198913
test_id10626,16.02534658604685
test_id10371,4.755377724781416
test_id542,12.345499936300712
test_id990,9.584126180536268
test_id3779,-0.48880045377297054
test_id9972,7.81079659558827
test_id10139,12.71492738854513
test_id3029,14.71282876550348
test_id8099,14.019448596005153
test_id4121,13.952681328562281
test_id1814,11.531566798736764
test_id9402,-0.3631954322287282
test_id6701,13.301596475316543
test_id3346,16.940391506629837
test_id3633,10.73907199093427
test_id6834,14.263225143757214
test_id4401,7.52460239206577
test_id8327,14.95173122163469
test_id9950,14.245933186044635
test_id7648,13.834225743739688
test_id8910,13.978864424066742
test_id7849,14.818166826760542
test_id9133,1.8501772290962526
test_id6481,-0.3966343971886148
test_id6740,15.615793038819183
test_id5252,14.240377874018435
test_id5732,13.638162542111553
test_id9544,5.830519593554476
test_id3706,8.331377743720624
test_id2322,7.5798650796496805
test_id1627,15.58016668953699
test_id9018,9.811357323475248
test_id9318,15.144472096041964
test_id5534,9.303985283276669
test_id6091,13.230972158756195
test_id2238,5.318361790030605
test_id8100,12.850579226240807
test_id478,16.624247608900305
test_id10306,6.252157926305617
test_id4187,14.628167494394557
test_id5958,15.423545134254153
test_id4538,20.322905749804328
test_id6470,14.026711616583501
test_id3642,6.844739770794323
test_id1095,4.274494993563424
test_id5397,13.966361497959364
test_id7830,11.495478877615913
test_id1692,13.948666771452942
test_id10704,17.06012027487452
test_id8909,14.514584142755261
test_id8870,7.265729507940772
test_id9160,7.745895926810906
test_id3017,19.684516037117874
test_id1088,16.306847108985664
test_id1797,14.209903064412812
test_id4275,13.937779360181203
test_id1097,5.053428374426826
test_id2386,17.645243771821228
test_id8429,-8.447421593032875
test_id477,15.986118254032755
test_id5845,2.2838405830661754
test_id4676,16.687895341393144
test_id7242,15.43357194776562
test_id8661,13.075516627295821
test_id4869,7.399787551932663
test_id4256,10.1811296020927
test_id3369,15.562519325984654
test_id7501,9.154301514297003
test_id1589,12.062327984529768
test_id1758,10.914671422571907
test_id8756,15.658996795023908
test_id8394,3.4702858321826833
test_id3169,5.16546347197217
test_id5458,9.40386615011873
test_id3958,-3.493057529878054
test_id3463,14.381385008901791
test_id9718,12.04753557172548
test_id5063,17.91214467634842
test_id7730,13.324946023936
test_id8853,10.837527752851592
test_id5124,13.401833271664367
test_id4471,16.609248990048542
test_id2456,12.45937534334682
test_id6719,15.412646203869537
test_id5297,9.752030618433912
test_id2867,8.936945942525037
test_id3583,10.990246763775358
test_id9865,14.564772111285661
test_id4229,14.651350945715532
test_id365,12.248032863440768
test_id8020,4.1180241605371
test_id8598,14.843158516904266
test_id8483,5.493917470621291
test_id3898,10.68241318532376
test_id4970,7.080115966934473
test_id808,10.710882026712163
test_id880,7.773829212585268
test_id4524,14.003354547541658
test_id3682,12.2623879009078
test_id8569,11.877487688409479
test_id10715,14.050668891096285
test_id7903,13.778674229977979
test_id3460,10.793952469732421
test_id10374,-0.05453194366413339
test_id9437,9.076275642530376
test_id6336,12.738398609514816
test_id1193,12.493747449693476
test_id3291,13.708958457220346
test_id4449,13.19734339337362
test_id2356,16.560464719977404
test_id550,11.66612522562483
test_id3047,17.772426796479827
test_id6054,14.711105698553759
test_id1261,15.718177693634933
test_id10227,14.780055360062976
test_id1091,15.000321708936182
test_id1156,2.1097162057137195
test_id7464,13.789291765801385
test_id1903,6.821959446027247
test_id10067,8.037147271591735
test_id3752,-1.7377789602242022
test_id3889,9.853442536299703
test_id473,11.527258776495072
test_id3163,14.764595308844166
test_id4442,15.587691743045548
test_id7014,6.801293188969991
test_id4450,9.020831891762922
test_id6862,14.37705021795408
test_id2200,14.397165424754618
test_id5968,13.31638461296292
test_id7392,12.115870495373043
test_id1767,6.434080923670428
test_id4862,14.599427178842586
test_id8142,13.326378773482169
test_id5738,9.12637811239871
test_id9878,17.068654661072877
test_id2818,6.1754698472023755
test_id10562,13.411643328454367
test_id28,4.829778995289984
test_id3523,11.901277508139046
test_id8346,20.11777797693292
test_id4061,14.451489604917459
test_id4099,16.82458219702947
test_id857,15.773887432287024
test_id8653,21.878208528368972
test_id3288,9.347901461538575
test_id10089,15.356072185335082
test_id7213,1.846920826890555
test_id3899,2.2441854637480576
test_id5166,12.3968386330156
test_id4014,14.44998477439313
test_id8448,13.263788719936787
test_id2592,14.773515528884728
test_id8972,14.616571534860153
test_id10112,15.538757696552201
test_id2229,8.921016149813559
test_id116,14.605448224777401
test_id8633,14.644066175568508
test_id10624,7.05040931239836
test_id9775,3.893623295860957
test_id6556,10.059836937751895
test_id5302,16.547219176025813
test_id625,-0.5545355648513318
test_id2336,13.101918216013441
test_id1392,10.473044157399212
test_id6796,16.210533523024836
test_id6657,12.754971461196682
test_id7176,9.911468453767672
test_id4246,1.1200407746406857
test_id5674,15.194760794057286
test_id4948,14.342420562837809
test_id10460,13.988523995948821
test_id789,12.58437266321516
test_id10039,15.25237328594143
test_id6543,19.189801890253925
test_id1941,9.030414466633273
test_id5857,-2.964887388187297
test_id9419,11.456531961897362
test_id7463,15.594493714909502
test_id7224,13.57818202625286
test_id161,8.968113940847154
test_id3936,-7.4346251947869995
test_id6471,13.059850675824919
test_id7377,14.224830561892466
test_id7306,8.560586428316945
test_id9976,4.184208281343065
test_id6791,13.200864036899363
test_id2305,9.080271445678925
test_id5793,12.702268911895452
test_id245,11.041355414581604
test_id2548,11.439007733993838
test_id6266,15.017388899290312
test_id4137,16.516643722492695
test_id7835,7.20492741494296
test_id2170,8.471356089745615
test_id5093,15.058748428168565
test_id1343,15.99005892857143
test_id850,9.626658120759437
test_id98,16.20100529675493
test_id1816,25.25119824105468
test_id7351,13.393791816469994
test_id2782,5.444929177541416
test_id7169,16.111328809512955
test_id8172,9.7622668256355
test_id6915,14.199750852309563
test_id5996,1.320867478216968
test_id3459,17.533663564806496
test_id8073,8.049330231328703
test_id10659,15.691614668358687
test_id6916,16.619747345089607
test_id3035,17.197740035424737
test_id9800,20.665919576466194
test_id2699,15.224752644978407
test_id2938,17.369890656624342
test_id5891,13.773946963616915
test_id2589,16.278310492149693
test_id7097,16.03509447902327
test_id233,16.20377057521302
test_id8071,15.273313426908826
test_id1741,19.420376650803497
test_id10735,17.236669891367086
test_id4165,15.366238345731768
test_id3077,15.674642400241295
test_id3850,6.399047296988233
test_id1180,22.122546588588207
test_id6416,13.226411730868502
test_id9695,10.75221188742265
test_id9351,14.532690120091214
test_id4287,13.61443567386724
test_id2759,12.612071489311507
test_id616,15.172522655220243
test_id6512,-3.6334831183609375
test_id1494,16.885551176152475
test_id962,13.296502848687364
test_id9255,11.735177862007138
test_id3241,-3.318665456001726
test_id4603,13.016961169327434
test_id7439,11.84022428086831
test_id3630,15.045204519884452
test_id7149,26.470781442568715
test_id2315,12.358247630259607
test_id8885,-2.174955222396553
test_id3646,12.915633264207028
test_id3325,10.481057260732822
test_id4675,12.234809400641314
test_id730,12.576143217192056
test_id5012,-6.245012179970835
test_id2192,16.10397768487055
test_id7957,16.105753691703775
test_id1321,4.016063763065574
test_id6007,14.763314771389744
test_id1462,13.394686490814182
test_id4792,13.657702141034031
test_id10314,12.16951650472369
test_id10664,17.69000531357962
