id,target
test_id1120,0.00046636615
test_id1680,0.0002184805
test_id1063,0.000273031
test_id3731,0.00014350368
test_id9766,0.00020520865
test_id3891,0.00024604436
test_id2994,0.00030954034
test_id8630,-4.7040954e-05
test_id4038,0.00021084286
test_id5974,0.00013194315
test_id1674,-0.0007392509
test_id9975,-0.00012313035
test_id9669,0.00022732936
test_id8181,0.0002551693
test_id6386,0.00046593676
test_id6377,0.00024604436
test_id9711,0.00014493245
test_id10058,-0.00021414272
test_id10173,-9.6430515e-05
test_id1914,0.00022732936
test_id6410,-0.00049101264
test_id2110,0.00021926952
test_id6951,0.00022732936
test_id4456,0.0002824199
test_id6433,1.9206136e-05
test_id1070,0.00014815801
test_id7400,-0.00011539522
test_id9848,0.00062867266
test_id8388,-0.00050519744
test_id2955,-0.00027514723
test_id4757,0.0002249033
test_id1922,0.00029199568
test_id801,0.00024841013
test_id6159,0.00010410322
test_id10626,0.000798819
test_id10371,-0.00021828529
test_id542,0.00010410322
test_id990,-0.0001500716
test_id3779,6.76352e-05
test_id9972,-0.00031023953
test_id10139,0.00015406386
test_id3029,0.0003107107
test_id8099,-0.00010049441
test_id4121,0.00024604436
test_id1814,-0.012026882
test_id9402,0.00013287706
test_id6701,6.490777e-05
test_id3346,0.000273031
test_id3633,0.00037982
test_id6834,0.0004656919
test_id4401,6.8107205e-05
test_id8327,0.00019976549
test_id9950,-0.00021832985
test_id7648,0.00033406902
test_id8910,0.000273031
test_id7849,0.000355625
test_id9133,0.00056916266
test_id6481,-0.00011014104
test_id6740,0.00021873019
test_id5252,-0.0013382278
test_id5732,-4.971008e-05
test_id9544,-0.00011539522
test_id3706,-0.00018931238
test_id2322,5.695562e-05
test_id1627,0.00019244775
test_id9018,0.00039569513
test_id9318,0.00023634205
test_id5534,-0.0017534823
test_id6091,-3.502489e-05
test_id2238,0.00022732936
test_id8100,-4.971008e-05
test_id478,0.00024415847
test_id10306,-0.00018866069
test_id4187,7.336133e-05
test_id5958,0.000273031
test_id4538,0.00024841013
test_id6470,2.3555423e-05
test_id3642,-0.00023245535
test_id1095,-0.00029454258
test_id5397,0.00024841013
test_id7830,0.0005092773
test_id1692,0.00021683927
test_id10704,0.0004411922
test_id8909,0.00019976549
test_id8870,0.00024841013
test_id9160,3.792115e-05
test_id3017,0.0009289787
test_id1088,8.48325e-05
test_id1797,0.00032825535
test_id4275,0.00022732936
test_id1097,0.00023729543
test_id2386,0.00017014092
test_id8429,7.855042e-06
test_id477,6.2201354e-05
test_id5845,2.3555423e-05
test_id4676,-0.00016824978
test_id7242,0.0004106458
test_id8661,3.8240607e-05
test_id4869,-0.00027514723
test_id4256,0.0001244393
test_id3369,0.00028410836
test_id7501,0.00013012852
test_id1589,5.695562e-05
test_id1758,0.0008042952
test_id8756,0.00022732936
test_id8394,0.00022732936
test_id3169,0.00026712514
test_id5458,-0.004045462
test_id3958,0.00060823036
test_id3463,0.00032825535
test_id9718,0.000273031
test_id5063,0.0002551693
test_id7730,0.00014678156
test_id8853,0.00026712514
test_id5124,0.00043601173
test_id4471,0.00037478644
test_id2456,0.0003709657
test_id6719,0.00022732936
test_id5297,0.00040142867
test_id2867,9.3613126e-05
test_id3583,0.00030405138
test_id9865,0.000125184
test_id4229,0.0001244393
test_id365,8.70719e-05
test_id8020,1.9206136e-05
test_id8598,7.653935e-05
test_id8483,0.00046499455
test_id3898,0.0005491917
test_id4970,-0.00028576897
test_id808,0.00028255978
test_id880,6.254202e-05
test_id4524,7.351607e-05
test_id3682,0.00048040473
test_id8569,-0.00021328156
test_id10715,-0.000111040164
test_id7903,0.00019976549
test_id3460,6.8107205e-05
test_id10374,4.3827007e-05
test_id9437,8.682222e-05
test_id6336,0.00028410836
test_id1193,-0.00022166008
test_id3291,0.00022732936
test_id4449,8.84279e-05
test_id2356,6.8107205e-05
test_id550,0.00024604436
test_id3047,0.000273031
test_id6054,0.00044630162
test_id1261,-5.1427156e-05
test_id10227,0.00017014092
test_id1091,-0.00015200286
test_id1156,-0.00019981223
test_id7464,0.00026287348
test_id1903,-2.3781742e-05
test_id10067,0.000291746
test_id3752,-0.00011539522
test_id3889,3.1999443e-05
test_id473,0.00046357562
test_id3163,0.00022732936
test_id4442,0.004832989
test_id7014,3.8240607e-05
test_id4450,-0.011903655
test_id6862,0.00022732936
test_id2200,0.00018968536
test_id5968,0.000273031
test_id7392,0.0006038184
test_id1767,-0.00011539522
test_id4862,-4.9864837e-05
test_id8142,6.8107205e-05
test_id5738,0.00022732936
test_id9878,-0.0002164478
test_id2818,0.0003284348
test_id10562,0.00024604436
test_id28,6.8107205e-05
test_id3523,0.00041468893
test_id8346,-3.074377e-05
test_id4061,0.0001244393
test_id4099,0.00030954034
test_id857,0.000291746
test_id8653,0.00035902995
test_id3288,-0.0003332423
test_id10089,0.00022142351
test_id7213,-0.000497166
test_id3899,0.00022142351
test_id5166,7.1428934e-05
test_id4014,-3.4782875e-05
test_id8448,0.00018197035
test_id2592,0.00034792427
test_id8972,7.653935e-05
test_id10112,0.0007121725
test_id2229,0.0003110265
test_id116,0.0001244393
test_id8633,9.581731e-08
test_id10624,0.00020418937
test_id9775,6.490777e-05
test_id6556,0.000273031
test_id5302,0.00049907673
test_id625,2.0567347e-06
test_id2336,0.00016415911
test_id1392,-0.00037159867
test_id6796,8.682222e-05
test_id6657,0.000291746
test_id7176,0.00022732936
test_id4246,-0.0003931824
test_id5674,7.653935e-05
test_id4948,-6.372404e-05
test_id10460,-2.9528752e-05
test_id789,0.00030954034
test_id10039,0.00024841013
test_id6543,0.00032850503
test_id1941,-7.6484015e-05
test_id5857,0.0001922184
test_id9419,0.0001244393
test_id7463,0.00017514463
test_id7224,0.0005106962
test_id161,-0.00010833374
test_id3936,-0.00036866145
test_id6471,0.0002616668
test_id7377,0.000790342
test_id7306,-0.00038652308
test_id9976,-0.00019594304
test_id6791,0.00046357562
test_id2305,0.00024604436
test_id5793,0.00016513512
test_id245,-0.00021828529
test_id2548,-5.3109306e-05
test_id6266,0.00015572706
test_id4137,2.4712588e-05
test_id7835,-1.2440593e-05
test_id2170,-0.00010600873
test_id5093,0.0003036345
test_id1343,9.232601e-05
test_id850,-3.6815618e-05
test_id98,0.0006991737
test_id1816,8.34249e-05
test_id7351,5.695562e-05
test_id2782,4.3827007e-05
test_id7169,0.0006147083
test_id8172,0.00022732936
test_id6915,0.0002551693
test_id5996,-0.00011539522
test_id3459,0.00026591847
test_id8073,0.0005491917
test_id10659,0.00021415415
test_id6916,0.0002027085
test_id3035,0.00061040994
test_id9800,0.00052924425
test_id2699,0.00083223596
test_id2938,0.00023729543
test_id5891,-0.0038813641
test_id2589,0.00026712514
test_id7097,0.000273031
test_id233,0.00024629405
test_id8071,6.3203806e-05
test_id1741,0.00018086728
test_id10735,0.000349436
test_id4165,0.0013417128
test_id3077,0.0001244393
test_id3850,-0.00026324223
test_id1180,0.00016402996
test_id6416,0.00022732936
test_id9695,0.00021415415
test_id9351,-0.00015200286
test_id4287,0.00032825535
test_id2759,0.00024604436
test_id616,0.00011394921
test_id6512,-0.00069810037
test_id1494,0.00032489485
test_id962,0.000273031
test_id9255,0.00024841013
test_id3241,0.00014493245
test_id4603,6.9426824e-05
test_id7439,0.000273031
test_id3630,0.00039081142
test_id7149,0.00032825535
test_id2315,9.3613126e-05
test_id8885,0.00088201446
test_id3646,0.00010113434
test_id3325,0.00043743066
test_id4675,0.00026712514
test_id730,0.00028410836
test_id5012,0.00034714982
test_id2192,0.00043895477
test_id7957,0.00018935464
test_id1321,7.4190895e-05
test_id6007,0.0002027085
test_id1462,0.00088562246
test_id4792,0.0003284348
test_id10314,0.00024604436
test_id10664,0.00081990677
test_id948,0.0003373803
test_id2993,0.000129443
test_id731,0.0002551693
test_id9830,6.632257e-05
test_id110,0.00046357562
test_id4011,0.00016563588
test_id9926,8.952865e-05
test_id646,-0.00030448398
test_id1787,0.00022732936
test_id4464,0.000273031
test_id8122,0.0002849195
test_id2772,9.937686e-05
test_id9165,0.00014815801
test_id4503,0.00054691394
test_id2533,-3.4782875e-05
test_id4070,-0.004362393
test_id4841,-4.971008e-05
test_id6044,0.00011715244
test_id4719,8.952865e-05
test_id1781,4.4252374e-06
test_id5882,6.8107205e-05
test_id6476,0.00037478644
test_id9547,-0.00033321654
test_id7292,0.0040450017
test_id9073,0.0005106962
test_id6339,-0.00021622963
test_id9034,0.000273031
test_id3537,6.8107205e-05
test_id6124,0.00010410322
test_id3225,0.0002551693
test_id4283,1.8406232e-05
test_id3970,0.0001244393
test_id9529,0.0010339728
test_id1502,7.351607e-05
test_id1553,0.00022142351
test_id2041,7.336133e-05
test_id5739,-3.4782875e-05
test_id8951,5.191849e-05
test_id5271,-0.00011539522
test_id4226,0.0005361949
test_id3154,0.00019976549
test_id2822,0.0009425751
test_id3002,8.249846e-05
test_id6909,0.00019845684
test_id5468,0.00023814938
test_id4608,0.00040382156
test_id4468,8.682222e-05
test_id10197,9.298856e-05
test_id9148,0.0002473461
